Номер;Описание изменения;Текущий статус изменения;Бизнес-решение;Дата регистрации ЗНИ;Плановая дата выхода из текущего статуса;Дата реализации на старте;Дата реализации с текущим статусом;Просрочка, дней
5500030201;Доработка интеграции между Jira и КЛАД;Маршрутизация ЧТЗ;KLAD;19.08.2021;03.11.2021;17.03.2022;01.06.2022;76
5500030202;Реализация запрета перевода статуса заяв;Согласование ЧТЗ Инициатором;OFERTA;19.08.2021;24.12.2021;01.02.2022;08.06.2022;127
5500030203;Настройка инвентаризации капитализ. ОО (;В согласовании.Менеджер процесса;SAP_HR;19.08.2021;01.09.2021;05.02.2022;16.02.2022;11
5500030204;Проверка-заполнение БА заявок и DMS;В разработке ЧТЗ;SBU;19.08.2021;11.10.2021;14.01.2022;08.03.2022;53
5500030205;Создание возможности формирования в сис;Согласование ЧТЗ ДКЗ;OFERTA;19.08.2021;30.12.2021;01.02.2022;14.06.2022;133
5500030206;Поле для гарант. объема в SAP;В согласовании.Менеджер процесса;NEW_SED;19.08.2021;27.12.2021;03.04.2022;09.08.2022;128
5500030207;Номенклатура поставщика в Отчете комитен;В ожидании акта от подрядчика;ERP_KFSCH;19.08.2021;19.01.2022;22.11.2021;19.01.2022;57
5500030208;КП Формирование перевыставленного счета-;В ожидании акта от подрядчика;ERP_KFSCH;19.08.2021;07.02.2022;22.11.2021;07.02.2022;76
5500030210;Присвоение роли финансового контролера;В разработке ЧТЗ;OFERTA;19.08.2021;28.01.2022;01.02.2022;13.07.2022;162
5500030211;АСУЗ КЗ: доработка функционала и рассылк;Расширение объема;OFERTA;20.08.2021;31.12.2021;21.01.2022;01.06.2022;131
5500030212;Создание отчёта в системе Oracle BI Publ;Согласование ЧТЗ ВБР;SUID;20.08.2021;31.12.2021;26.04.2022;06.09.2022;133
5500030213;Обновление рег.отчета Декларации по нало;Согласование ЧТЗ ВБР;UPP_MB;20.08.2021;28.12.2021;07.04.2022;15.08.2022;130
5500030214;Формирование обоснования в Аналитической;В разработке ЧТЗ;OFERTA;20.08.2021;29.10.2021;02.02.2022;13.04.2022;70
5500030215;В печатной форме ТОРГ12 (реализации газа;Закрыт;SAPFIR;20.08.2021;-;;;-
5500030216;Настройка интеграции с 1С ДО ОЦО HR;В разработке ЧТЗ;OCO_HR;23.08.2021;31.03.2022;23.02.2022;01.10.2022;220
5500030217;453Доработка  указания пересчета валют;Согласование Менеджером проц-а;ERP_KFSCH;23.08.2021;29.12.2021;11.12.2021;16.04.2022;126
5500030218;801Доработки по процессу согласования Зн;Приемка Сервис Менеджером;ERP_KFSCH;23.08.2021;31.12.2021;04.12.2021;09.04.2022;126
5500030219;805Доработка по запрету внесения изменен;В ожидании акта от подрядчика;ERP_KFSCH;23.08.2021;21.03.2022;26.11.2021;21.03.2022;114
5500030220;800Формирование графика платежей;В работе;ERP_KFSCH;23.08.2021;28.02.2022;08.12.2021;15.06.2022;189
5500030221;Публикация ПО QlikView в терминальном пр;Отклонен; ;20.08.2021;-;;;-
5500030222;Создание возможности замены МТР в заказ;Отклонен;OFERTA;20.08.2021;-;;;-
5500030224;Доработка СфераПро в части материалов-к;В разработке ЧТЗ;OFERTA;20.08.2021;30.12.2021;02.02.2022;14.06.2022;132
5500030225;Создание роли для RPA робота;В работе;OFERTA;20.08.2021;15.04.2022;21.01.2022;16.09.2022;238
5500030226;Расширение функциональности по роботизир;В разработке ЧТЗ;OFERTA;23.08.2021;22.10.2021;05.02.2022;06.04.2022;60
5500030227;Передача проишествий PSE Tier 1-3 из 1С:;Отклонен;TORO_NPZ;23.08.2021;-;;;-
5500030228;Реализация обработки результатов голосов;В работе;OFERTA;23.08.2021;21.04.2022;24.01.2022;22.09.2022;241
5500030229;Доработка платформы «Мнения» в части огр;Маршрутизация ЧТЗ;PORT_MNENI;24.08.2021;23.09.2021;15.01.2022;14.02.2022;30
5500030230;Массовое обновление пакета документов в;В разработке ЧТЗ;OFERTA;24.08.2021;24.12.2021;06.02.2022;08.06.2022;122
5500030231;802Платежи налогов в валюте, контроль за;В ожидании акта от подрядчика;ERP_KFSCH;23.08.2021;22.03.2022;26.11.2021;22.03.2022;115
5500030232;637Доп требования по ВК;В разработке ЧТЗ;ERP_KFSCH;23.08.2021;30.12.2021;20.12.2021;28.04.2022;129
5500030233;804Контроль заполнения реквизитов ЗнРДС;В ожидании акта от подрядчика;ERP_KFSCH;23.08.2021;25.01.2022;26.11.2021;25.01.2022;59
5500030234;802Платежи налогов в валюте, контроль за;Отклонен;ERP_KFSCH;23.08.2021;-;;;-
5500030235;803Системный контроль по объектам расчет;В ожидании акта от подрядчика;ERP_KFSCH;23.08.2021;25.01.2022;26.11.2021;25.01.2022;59
5500030236;788Вынесение документа «Установка цен но;В ожидании акта от подрядчика;ERP_KFSCH;23.08.2021;14.01.2022;26.11.2021;14.01.2022;48
5500030237;Удаление записей регистров с ошибочными;Отклонен;NSI_BEF;23.08.2021;-;;;-
5500030238;Тиражирование приложения СЭД НМД в АО «Г;В работе;SED_NMD;23.08.2021;31.03.2022;11.04.2022;17.11.2022;220
5500030239;Доработка СЗВ-ТД;Отклонен;ZUP;23.08.2021;-;;;-
5500030240;Настройка интеграции с 1С ДО ОЦО HR;В разработке ЧТЗ;SAP_HR;23.08.2021;29.10.2021;18.02.2022;26.04.2022;67
5500030241;Корректировка механизма передачи информа;Закрыт;UPPRE_BRD;23.08.2021;-;;;-
5500030242;Доработка роли ГПН_Т_ExchangeTURV_31;Приемка Сервис Менеджером;ZUP;23.08.2021;29.12.2021;11.03.2022;13.07.2022;124
5500030243;Доработка ZPMP, доработка интеграции SAP;В работе;TORO_NPZ;23.08.2021;31.03.2022;12.03.2022;18.10.2022;220
5500030244;АС Отчетность и Tessa: Реализация интегр;В разработке ЧТЗ;OFERTA;23.08.2021;30.04.2022;05.02.2022;13.10.2022;250
5500030245;Автоматическое утверждение Итогового Про;В работе;OFERTA;23.08.2021;21.02.2022;24.01.2022;25.07.2022;182
5500030246;Добавление прав в роль «ГПН_пользователь;В разработке ЧТЗ;KSU_NSI;24.08.2021;25.02.2022;02.05.2022;03.11.2022;185
5500030247;Доработка интеграции ЗУП 2.5 с Прогнозно;В разработке ЧТЗ;ZUP;24.08.2021;29.04.2022;28.03.2022;01.12.2022;248
5500030248;Изменение механизма интеграции с Витрино;Проверка Координатором;ZUP;24.08.2021;10.09.2021;03.04.2022;18.04.2022;15
5500030249;Создание отчета по объектам НКС, подтвер;Приемка Сервис Менеджером;SAPFIR;24.08.2021;31.12.2021;22.01.2022;27.05.2022;125
5500030250;Настройка интеграции с 1С ДО ОЦО HR;В разработке ЧТЗ;KSHD;24.08.2021;24.02.2022;25.04.2022;26.10.2022;184
5500030251;Настройка интеграции с 1С ДО ОЦО HR;Маршрутизация ЧТЗ;OCO_HR;24.08.2021;16.11.2021;24.02.2022;19.05.2022;84
5500030252;При заполнении Сотрудника по кнопке Доба;Согласование ЧТЗ ДЗКСУ;ZUP;24.08.2021;-;28.03.2022;та же;-
5500030253;Создание отчетности на базе Qlik «Внутре;Согласование ЧТЗ ВБР;BI_KSUIT;24.08.2021;31.12.2021;29.05.2022;05.10.2022;129
5500030254;Миграция функционального решения «Кадров;Согласование ЧТЗ Инициатором;PORT_ITSK;24.08.2021;28.12.2021;15.01.2022;21.05.2022;126
5500030255;Перенос доходов для целей учета НДФЛ;Закрыт;ZUP;24.08.2021;-;;;-
5500030257;Корректировка алгоритма поиска синтезгру;В работе;OFERTA;25.08.2021;20.01.2022;26.01.2022;23.06.2022;148
5500030261;Создание роли Финансового контроллера дл;Закрыт;OFERTA;24.08.2021;-;;;-
5500030262;Изменение пакетного задания Job_CCM_NSIP;В работе;KSHD;24.08.2021;24.02.2022;13.04.2022;14.10.2022;184
5500030263;Изменение в хранимой процедуре для работ;В разработке ЧТЗ;KSU_NSI;25.08.2021;08.04.2022;03.05.2022;15.12.2022;226
5500030264;Создание полей в карточке КП SAP GRC и н;Закрыт;SK_FO;25.08.2021;-;;;-
5500030266;793 Сокращение трудозатрат помощников по;Приемка Сервис Менеджером;SAP_ESS_HR;25.08.2021;10.01.2022;07.05.2022;18.09.2022;134
5500030267;793 Контроли параметров заявки на команд;Закрыт;SAP_ESS_HR;25.08.2021;-;;;-
5500030268;Визуализация аналитических экранов СМП;В работе;USPP;25.08.2021;30.10.2021;19.12.2021;23.02.2022;66
5500030269;793 Оптимизация процесса подписания элек;Приемка Сервис Менеджером;SAP_HR;25.08.2021;10.01.2022;04.02.2022;18.06.2022;134
5500030270;793 Реестр командировок для руководителя;Закрыт;SAP_ESS_HR;25.08.2021;-;;;-
5500030272;Реализация сбора информации для проведен;В работе;OFERTA;26.08.2021;21.03.2022;27.01.2022;22.08.2022;207
5500030273;1201 Доработка приказа (Ш-14.03.06-20 пр;Закрыт;SAP_HR;26.08.2021;-;;;-
5500030274;Доработка SAP HR ESS;Согласование оценки Арх ИТ-реш;SAP_ESS_HR;26.08.2021;19.10.2021;19.05.2022;10.07.2022;52
5500030275;Добавление аналитики контрагента в докум;Закрыт;SAPFIR;26.08.2021;-;;;-
5500030276;Обработка для изменения НСП;Отклонен;KSU_NSI;26.08.2021;-;;;-
5500030277;"782Доработка документа ""Корректировка на";В работе;ERP_KFSCH;26.08.2021;30.01.2022;11.12.2021;17.05.2022;157
5500030278;Доработка справочника «МетодШаблон1С_Сос;В согласовании.Владелец шаблона;KSU_NSI;26.08.2021;01.09.2021;08.05.2022;12.05.2022;4
5500030279;Премия из фонда руководителя, расширение;В работе;SAP_HR_TM;26.08.2021;31.01.2022;06.04.2022;11.09.2022;158
5500030280;Автоматизация регламентной работы «Измен;В разработке ЧТЗ;NSI_ESST;26.08.2021;11.03.2022;12.03.2022;25.09.2022;197
